"","ds","dep_var","trend","season","holiday","ctv_S","ooh_S","facebook_S","search_S","newsletter","intercept","depVarHat","solID","cluster","top_sol"
"35",2020-08-29,2018783.33333333,0,86815.0836739811,0,60180.5330531207,40702.3145594571,0.00182381365414408,27020.8450076238,30519.2477262285,1606649.09634377,1851887.12218799,"1_109_12",1,FALSE
"36",2020-09-05,2170721.66666667,0,259598.866384625,0,75020.3311397244,39646.454001638,0.0634357222569105,34218.8337720717,16401.7169096766,1606649.09634377,2031535.36198722,"1_109_12",1,FALSE
"37",2020-09-12,2247670,0,337849.491808929,0,32651.7261125482,43939.8135454946,2.09925445283131e-06,37297.9430419495,30869.0329552361,1606649.09634377,2089257.10381002,"1_109_12",1,FALSE
"38",2020-09-19,2192026.66666667,0,346932.096811428,0,13068.1780969039,36553.054077473,12668.3793571078,38597.631342298,47550.5865933027,1606649.09634377,2102019.02262228,"1_109_12",1,FALSE
"39",2020-09-26,1895213.33333333,0,372467.765643333,0,5042.78132979227,43332.6383061214,0.441308032003683,34871.8211494228,21839.3748241071,1606649.09634377,2084203.91890457,"1_109_12",1,FALSE
"40",2020-10-03,2232910,0,452427.531677713,26060.3149265435,257155.698897245,42981.2558324162,4597.58362184298,37815.8963868999,40588.440278905,1606649.09634377,2468275.81796533,"1_109_12",1,FALSE
"41",2020-10-10,2406035,0,543542.770016823,0,179373.795648843,31855.346568623,7217.6217294013,44109.6716187211,74755.5119312309,1606649.09634377,2487503.81385741,"1_109_12",1,FALSE
"42",2020-10-17,2252445,0,597367.905596075,0,243039.08015697,29094.493617831,20470.6435362382,43059.2007158054,93952.4478100772,1606649.09634377,2633632.86777676,"1_109_12",1,FALSE
"43",2020-10-24,2663125,0,637094.268053606,0,161962.067647515,41846.4505253939,26765.8736192706,46083.1884103447,79166.0674738351,1606649.09634377,2599567.01207373,"1_109_12",1,FALSE
"44",2020-10-31,2974771.66666667,0,726659.11148371,0,250183.047607603,30794.1065012295,33492.6798304755,53836.4791747757,63355.2245442941,1606649.09634377,2764969.74548585,"1_109_12",1,FALSE
"45",2020-11-07,2826128.33333333,0,868335.192655788,0,170574.880448227,41012.9015434613,40955.0511077314,49194.769883829,96821.9342837488,1606649.09634377,2873543.82626655,"1_109_12",1,FALSE
"46",2020-11-14,3182900,0,966760.333653555,0,202229.955969283,30024.1427271992,21496.767506132,8901.90985118568,84627.0886999036,1606649.09634377,2920689.29475102,"1_109_12",1,FALSE
"47",2020-11-21,2964696.66666667,0,921440.707172873,0,135739.799318557,41056.6101782344,36878.9367807676,1335.89730312757,79703.740138289,1606649.09634377,2822804.78723561,"1_109_12",1,FALSE
"48",2020-11-28,2848525,0,747019.845833142,0,67546.754402765,30064.3186355105,15765.5381145941,80739.5889820152,99233.7500229215,1606649.09634377,2647018.89233471,"1_109_12",1,FALSE
"49",2020-12-05,2740160,0,575347.725356609,0,61840.0353119778,46191.2395121785,923.637894433384,86714.9334976167,156583.703815031,1606649.09634377,2534250.37173161,"1_109_12",1,FALSE
"50",2020-12-12,2380508.33333333,0,526890.727911089,0,26202.1559872321,34941.1144945413,4311.2087032962,81299.623453133,111571.122161389,1606649.09634377,2391865.04905445,"1_109_12",1,FALSE
"51",2020-12-19,2230915,0,591788.194588686,-274422.493745265,10360.0181956692,50138.669106645,226.444006640108,76971.3403289188,51803.812089638,1606649.09634377,2113515.0809147,"1_109_12",1,FALSE
"52",2020-12-26,3659425,0,649638.465689816,877320.576803447,220556.571910718,38915.0048725483,42643.829028334,81675.5618195993,17717.9229414536,1606649.09634377,3535117.02940968,"1_109_12",1,FALSE
"53",2021-01-02,2827008.33333333,0,598519.030495348,0,212936.353014405,53522.3616962339,12236.0061956031,80316.3198986725,120794.275180387,1606649.09634377,2684973.44282442,"1_109_12",1,FALSE
"54",2021-01-09,2042143.33333333,0,448166.793522407,0,129571.780334092,42489.9214604075,22198.2679402276,78028.7707649278,100509.889387426,1606649.09634377,2427614.51975325,"1_109_12",1,FALSE
"55",2021-01-16,2113358.33333333,0,288130.646337978,0,78471.4797739182,31394.0064100812,28228.5975073117,74913.1412809157,124185.446388866,1606649.09634377,2231972.41404284,"1_109_12",1,FALSE
"56",2021-01-23,2179918.33333333,0,187583.046432034,0,34398.8938908091,21684.352982351,34752.4966402416,76273.8704878982,82598.7761052749,1606649.09634377,2043940.53288237,"1_109_12",1,FALSE
"57",2021-01-30,2370613.33333333,0,142774.7554071,0,106348.782108489,14169.8268955323,12112.3543475497,78133.2214589775,99037.172503123,1606649.09634377,2059225.20906454,"1_109_12",1,FALSE
"58",2021-02-06,1814556.66666667,0,108622.653379269,0,49487.9197301268,8888.34269751546,0.420965636624482,66701.8892180244,45310.268014153,1606649.09634377,1885660.59034849,"1_109_12",1,FALSE
"59",2021-02-13,1951668.33333333,0,51485.4401455375,0,20460.503447513,37947.8280062163,57534.8685342986,13255.1150588099,64276.3879770713,1606649.09634377,1851609.23951321,"1_109_12",1,FALSE
"60",2021-02-20,1918238.33333333,0,-37750.9390177754,0,8003.64931871309,27260.2915311435,2.46378164476796,2026.54506176943,71680.6724909769,1606649.09634377,1677871.77951024,"1_109_12",1,FALSE
"61",2021-02-27,1472390,0,-155654.521844685,0,3060.10019574673,18382.908240295,143537.178246221,41026.1559460615,92810.664764954,1606649.09634377,1749811.58189236,"1_109_12",1,FALSE
"62",2021-03-06,1477865,0,-279567.668768977,0,1159.5962945804,11796.119790785,10.966148378915,50828.5114159273,64435.2737888051,1606649.09634377,1455311.89501327,"1_109_12",1,FALSE
"63",2021-03-13,1300166.66666667,0,-352620.453388445,0,9055.28889744379,7306.88811333751,0.000362914241767221,48982.4587820458,88675.4765631068,1606649.09634377,1408048.75567417,"1_109_12",1,FALSE
"64",2021-03-20,1160205,0,-313588.062137244,0,3468.79806066214,4421.58723485153,1.20097812582128e-08,44640.3969483131,89688.7054838319,1606649.09634377,1435280.52193419,"1_109_12",1,FALSE
"65",2021-03-27,1356871.66666667,0,-172782.526089297,-434633.238322075,1315.43488963895,20887.636048825,2716.97848136024,52736.1800568227,99265.2869489537,1606649.09634377,1176154.84835799,"1_109_12",1,FALSE
"66",2021-04-03,1355833.33333333,0,-48141.0594401789,-437883.12910747,496.913378754253,13589.0594081057,0.0908871140913344,52422.9561215857,37883.7089358341,1606649.09634377,1225017.63652751,"1_109_12",1,FALSE
"67",2021-04-10,1176266.66666667,0,-86701.8814250374,0,187.437079837833,53462.8471078727,3.00769334464982e-06,44468.1447202907,14203.7265201841,1606649.09634377,1632269.37034992,"1_109_12",1,FALSE
"68",2021-04-17,1955281.66666667,0,-323802.932718178,0,4086.88479050021,42425.6333869504,9.95324375637357e-11,41551.8686762573,31763.2855943443,1606649.09634377,1402673.83607364,"1_109_12",1,FALSE
"69",2021-04-24,1029928.33333333,0,-628527.495779118,0,1551.55032200451,50002.5475977109,3.29378862538751e-15,38299.0434581452,54888.7147642036,1606649.09634377,1122863.45670671,"1_109_12",1,FALSE
"70",2021-05-01,2263143.33333333,0,-812755.169158392,269315.045662972,63695.9579451938,38774.527785427,1.09000078509932e-19,31240.6616895684,32653.0871147138,1606649.09634377,1229573.20738325,"1_109_12",1,FALSE
"71",2021-05-08,813771.666666667,0,-803486.935427837,508851.052646641,27089.5747888384,49719.3335937644,3.60709762113943e-24,30424.8766120085,31843.9684314649,1606649.09634377,1451090.96698865,"1_109_12",1,FALSE
"72",2021-05-15,880871.666666667,0,-699005.849076751,0,10728.7496475946,38483.0580598454,1.19368292448011e-28,5023.82875902423,58925.559854036,1606649.09634377,1020804.44358752,"1_109_12",1,FALSE
"73",2021-05-22,919185,0,-652159.514608008,-71151.259181862,4122.38402528656,34092.6499566874,8826.18218159723,741.7346657821,69593.220869227,1606649.09634377,1000714.49425248,"1_109_12",1,FALSE
"74",2021-05-29,826321.666666667,0,-713422.683599255,0,1565.12735400761,23927.5236082263,0.302629834566654,18249.2425312638,37676.3429084691,1606649.09634377,974644.951776312,"1_109_12",1,FALSE
"75",2021-06-05,833798.333333333,0,-802755.518916556,0,8059.26173835773,28617.6295985431,4372.8574759131,27557.8666398434,16130.3877659087,1606649.09634377,888631.580645776,"1_109_12",1,FALSE
"76",2021-06-12,746271.666666667,0,-823005.450964004,0,3081.67376139207,19449.5737382104,0.147252183728117,25219.4479868496,14814.1761225626,1606649.09634377,846208.66424096,"1_109_12",1,FALSE
"77",2021-06-19,1036406.66666667,0,-768021.086044984,0,66110.263550906,12553.6374519254,0.0103088605734851,33827.7770090409,15190.8234946217,1606649.09634377,966310.522114136,"1_109_12",1,FALSE
"78",2021-06-26,927931.666666667,0,-703061.433431125,0,28253.9808560731,40539.3350444023,3.41147166804381e-07,30872.9508147614,6440.68406053723,1606649.09634377,1009694.61368876,"1_109_12",1,FALSE
"79",2021-07-03,1126943.33333333,0,-662146.95509389,0,18428.9450413614,29590.2492111851,34485.0494433589,40797.8154618966,25548.1668276279,1606649.09634377,1093352.36723531,"1_109_12",1,FALSE
"80",2021-07-10,1184220,0,-604408.373923218,0,7181.88010247216,20224.2556978091,1.32111817927432,42326.5760090377,23344.3081707934,1606649.09634377,1095319.06351884,"1_109_12",1,FALSE
"81",2021-07-17,1315508.33333333,0,-483164.57524392,0,14447.8271078788,36796.5626806591,4.37194832274997e-05,43878.2435169062,11965.2603736434,1606649.09634377,1230572.41482265,"1_109_12",1,FALSE
"82",2021-07-24,1279360,0,-328513.574745135,0,5589.27870416921,26248.7125019813,1.44679202189948e-09,44340.8602921226,38980.9602733347,1606649.09634377,1393295.33337024,"1_109_12",1,FALSE
"83",2021-07-31,1455811.66666667,0,-225630.561779185,0,15503.7349107683,44230.7612520008,4.78781312070488e-14,50367.1411177213,36917.8324971503,1606649.09634377,1528038.00434222,"1_109_12",1,FALSE
"84",2021-08-07,1553355,0,-209283.282785738,0,6009.41087474512,42336.32254959,1.58441255770115e-18,58630.909096001,33192.239862842,1606649.09634377,1537534.69594121,"1_109_12",1,FALSE
"85",2021-08-14,1374855,0,-209944.306929008,0,65234.2736714621,31250.3678580048,5.24323545993269e-23,11146.6181738915,59469.6619090912,1606649.09634377,1563805.71102721,"1_109_12",1,FALSE
"86",2021-08-21,1970110,0,-127637.345511414,0,27830.1806292933,21566.9485808773,404.731781817243,1688.81514074965,69805.3375215718,1606649.09634377,1600307.76448666,"1_109_12",1,FALSE
"87",2021-08-28,2336431.66666667,0,50963.0263143905,0,239996.379713037,14083.9220952936,143.805606737123,62383.2374401732,109474.170802772,1606649.09634377,2083693.63831617,"1_109_12",1,FALSE
"88",2021-09-04,2002065,0,234603.565176842,0,158410.76614153,8830.41169001676,0.00476160771323277,69971.3627669749,91366.5660514081,1606649.09634377,2169831.77293214,"1_109_12",1,FALSE
"89",2021-09-11,2027418.33333333,0,331065.744392831,0,190667.458306262,39797.5213481746,44.674249523973,64742.6595276246,37245.6182795073,1606649.09634377,2270212.77244769,"1_109_12",1,FALSE
"90",2021-09-18,1886570,0,346513.331533147,0,109014.00408633,28915.6833611458,0.00147864860472013,70068.4827878513,51837.4947809424,1606649.09634377,2212998.09437183,"1_109_12",1,FALSE
"91",2021-09-25,2529721.66666667,0,363782.078099949,0,223293.712187468,40859.9535661542,2469.8250367443,79637.2696082143,79691.8082816799,1606649.09634377,2396383.74312397,"1_109_12",1,FALSE
"92",2021-10-02,2357930,0,435391.31237961,26060.3149265435,279598.610254838,37199.4541203653,0.0825380165188681,79683.1474428394,103035.534642298,1606649.09634377,2567617.55264828,"1_109_12",1,FALSE
"93",2021-10-09,3003391.66666667,0,529332.727622604,0,259986.633861776,50154.599662511,19727.4176972633,84060.9904063371,77089.380840603,1606649.09634377,2627000.84643486,"1_109_12",1,FALSE
"94",2021-10-16,2283685,0,590506.537024314,0,183063.179663969,38931.461666222,11195.9515991245,82261.2977381311,134913.439531636,1606649.09634377,2647520.96356716,"1_109_12",1,FALSE
"95",2021-10-23,2584721.66666667,0,627960.292313698,0,195877.612488677,34929.2519133813,15181.3509405915,84015.8175124611,136373.083689236,1606649.09634377,2700986.50520181,"1_109_12",1,FALSE
"96",2021-10-30,2565400,0,705464.939163132,0,124805.351815506,24637.6673068014,20277.3467021258,87810.7507857025,64295.5938194486,1606649.09634377,2633940.74593648,"1_109_12",1,FALSE
"97",2021-11-06,3407085,0,842584.799909018,0,113715.39597332,48868.5604195482,7220.48817458176,96461.1806050418,88499.5246174931,1606649.09634377,2803999.04604277,"1_109_12",1,FALSE
"98",2021-11-13,2803291.66666667,0,957833.570294211,0,53790.532946771,37613.9817842517,49045.4064244159,23009.792166118,81255.3535119901,1606649.09634377,2809197.73347152,"1_109_12",1,FALSE
"99",2021-11-20,3303155,0,941401.093382287,0,152855.053139382,39876.8342764186,6134.00098966774,3672.51133942845,78360.5789038688,1606649.09634377,2828949.16837482,"1_109_12",1,FALSE
"100",2021-11-27,3103743.33333333,0,782546.68126858,0,79265.9765207126,28987.5110246515,2554.18796000846,110987.597494871,129972.553765613,1606649.09634377,2740963.6043782,"1_109_12",1,FALSE
"101",2021-12-04,2793875,0,599119.775350451,0,105855.36452519,36060.926933907,831.399777986082,115017.052257154,90642.9092051701,1606649.09634377,2554176.52439362,"1_109_12",1,FALSE
"102",2021-12-11,2260396.66666667,0,524945.414786671,0,49204.7242136226,25609.6972791462,4304.20290843214,108907.799456712,126079.352795958,1606649.09634377,2445700.28778431,"1_109_12",1,FALSE
"103",2021-12-18,2399176.66666667,0,576654.867109941,0,167998.64417194,35837.3046416655,226.415176001327,109975.209734928,149875.893733169,1606649.09634377,2647217.43091141,"1_109_12",1,FALSE
"104",2021-12-25,3827520,0,645608.106689256,441892.506249251,248489.246936062,25416.5696908269,42643.8102995491,102685.523839435,183466.028434533,1606649.09634377,3296850.88848268,"1_109_12",1,FALSE
"105",2022-01-01,3109461.66666667,0,616765.892854868,210206.433956074,168497.025246137,16960.3288222927,12236.0059223685,103847.432769122,222064.225864892,1606649.09634377,2957226.44177952,"1_109_12",1,FALSE
"106",2022-01-08,2228128.33333333,0,478607.917541817,0,90873.9630511388,13815.9405484597,22198.2679297913,105013.61277755,231105.469237772,1606649.09634377,2548264.2674303,"1_109_12",1,FALSE
"107",2022-01-15,2202593.33333333,0,313425.450774723,0,136727.637120373,8650.0352894412,0.805184279686314,101494.059590379,135535.125309377,1606649.09634377,2302482.20961234,"1_109_12",1,FALSE
"108",2022-01-22,1918293.33333333,0,200451.788506959,0,68197.3411364802,29097.70670951,2.66457380108785e-05,96141.7213922119,76954.943062709,1606649.09634377,2077492.59717828,"1_109_12",1,FALSE
"109",2022-01-29,1862458.33333333,0,148615.961483495,0,89826.6603957247,19830.8592161707,8.81777146554076e-10,93396.1188406474,61251.5982941942,1606649.09634377,2019570.294574,"1_109_12",1,FALSE
"110",2022-02-05,1975951.66666667,0,115814.120336194,0,40328.8008858632,12826.5722468685,20.3207084027755,101720.426410828,154623.542305802,1606649.09634377,2031982.87923772,"1_109_12",1,FALSE
"111",2022-02-12,1827318.33333333,0,64000.8640758959,0,34032.7455159557,28936.8630826614,0.00067251934655384,25155.0820277472,110142.515925398,1606649.09634377,1868917.16764394,"1_109_12",1,FALSE
"112",2022-02-19,1656268.33333333,0,-19481.043959149,0,13656.708463857,19702.8783869663,2.22554238008762e-08,4054.0946757754,90149.1313487227,1606649.09634377,1714730.86525996,"1_109_12",1,FALSE
"113",2022-02-26,1703790,0,-133085.521662184,0,23799.4036483452,30161.1155395558,7.36490169062423e-13,66173.3636551351,81723.110370143,1606649.09634377,1675420.56789476,"1_109_12",1,FALSE
"114",2022-03-05,1488115,0,-259122.032168324,0,9367.78349071213,20683.0365858864,2.43723855352597e-17,76949.8979023375,75118.4819246098,1606649.09634377,1529646.26407899,"1_109_12",1,FALSE
"115",2022-03-12,1727330,0,-346504.017213246,0,117333.114688036,34996.9507349822,8.06545968475771e-22,77275.1984410128,47669.9331608125,1606649.09634377,1537420.27615536,"1_109_12",1,FALSE
"116",2022-03-19,1208246.66666667,0,-329796.457859935,0,55956.0363163571,24695.4447237901,2.66907151260763e-26,69313.7331627402,48125.3897951401,1606649.09634377,1474943.24248186,"1_109_12",1,FALSE
"117",2022-03-26,1388960,0,-201291.620766574,0,68586.6440247798,34576.9579209992,8.83265556813404e-31,70261.8363545028,77172.954382915,1606649.09634377,1655955.86826039,"1_109_12",1,FALSE
"118",2022-04-02,2408331.66666667,0,-61965.1325859842,0,29460.2266262117,24337.7583758608,2.92295669174744e-35,64290.3422517655,53450.410690795,1606649.09634377,1716222.70170241,"1_109_12",1,FALSE
"119",2022-04-09,1131721.66666667,0,-63959.1039967801,-434633.238322075,11719.8354992998,20918.3697459252,9.67282801409638e-40,66453.71341159,121408.349773324,1606649.09634377,1328557.02245505,"1_109_12",1,FALSE
"120",2022-04-16,950015,0,-270964.720304892,-437883.12910747,4511.3452456396,13611.3678332935,1480.46372191664,59024.729590261,100394.610997835,1606649.09634377,1076823.76432035,"1_109_12",1,FALSE
"121",2022-04-23,801298.333333333,0,-578168.517113452,0,1714.00320199835,40559.8607010833,0.0492805366081254,46277.8017194583,41761.575599561,1606649.09634377,1158793.86973295,"1_109_12",1,FALSE
"122",2022-04-30,779838.333333334,0,-794391.766280834,269315.045662972,647.937688001158,29609.0024571322,128609.152721424,38504.5234814705,29644.1231640809,1606649.09634377,1308587.11523801,"1_109_12",1,FALSE
"123",2022-05-07,889546.666666667,0,-816695.289661067,0,244.469921911655,32900.1905861617,8.64857423225622,50769.0011055635,9686.95351053567,1606649.09634377,883563.070381103,"1_109_12",1,FALSE
"124",2022-05-14,862850,0,-717200.551743713,0,92.1730868564812,22927.4808353225,132088.618974212,9261.23523584191,49267.4418949574,1606649.09634377,1103085.49462724,"1_109_12",1,FALSE
"125",2022-05-21,2601601.66666667,0,-652007.58230728,508851.052646641,180.834675701863,24804.162976396,9.13770611297792,1391.93935144242,65825.8480844638,1606649.09634377,1555704.48947724,"1_109_12",1,FALSE
"126",2022-05-28,905008.333333334,0,-697032.689611318,0,68.1727771567373,16494.3690001208,183.532406432476,42057.6414709058,95617.2793182514,1606649.09634377,1064037.40170531,"1_109_12",1,FALSE
"127",2022-06-04,910551.666666667,0,-789923.474840084,-71151.259181862,25.6952456000663,10476.3307207314,0.00607797251974311,51506.251436926,102286.699791245,1606649.09634377,909869.345594295,"1_109_12",1,FALSE
"128",2022-06-11,923853.333333333,0,-826161.827389794,0,4270.08843094615,6444.57855873483,2.01136008737369e-07,51921.0736412464,56281.9141301864,1606649.09634377,899404.923715286,"1_109_12",1,FALSE
"129",2022-06-18,982420,0,-780640.20207838,0,1621.6370024236,18317.0151901485,6.65611647771897e-12,59391.2443325109,78861.0155447412,1606649.09634377,984199.80633521,"1_109_12",1,FALSE
"130",2022-06-25,1056811.66666667,0,-712805.878157371,0,612.919350870086,11749.6133075573,7527.93491264563,58933.4956343217,71131.3612150467,1606649.09634377,1043798.54260684,"1_109_12",1,FALSE
"131",2022-07-02,932326.666666667,0,-668814.191035154,0,14084.7071675539,41174.2316857567,0.256751977228661,48389.979862703,61880.0496784085,1606649.09634377,1103364.13045501,"1_109_12",1,FALSE
"132",2022-07-09,1126221.66666667,0,-618757.067182,0,5445.17391779216,30172.5421122071,54756.3899609096,56787.2747323093,59502.6208666751,1606649.09634377,1194556.03075166,"1_109_12",1,FALSE
"133",2022-07-16,1140006.66666667,0,-509333.362245633,0,11509.5700475286,33046.0071107058,2.31197349072093,58249.6945445912,42242.6130051861,1606649.09634377,1242365.93077963,"1_109_12",1,FALSE
"134",2022-07-23,1479303.33333333,0,-354774.109113414,0,17483.2585665998,23049.0092982259,7.65099469224709e-05,72270.6453458415,71169.0941161448,1606649.09634377,1435846.99463367,"1_109_12",1,FALSE
"135",2022-07-30,1647193.33333333,0,-237254.448500939,0,6801.44979048809,15176.629922891,2.53191420954608e-09,80793.3135519927,46597.1987402623,1606649.09634377,1518763.23984846,"1_109_12",1,FALSE
"136",2022-08-06,2009478.33333333,0,-207823.985321037,0,19443.8030679594,34689.0483286972,8.37876618717359e-14,89007.0715454984,156616.969872913,1606649.09634377,1698582.0038378,"1_109_12",1,FALSE
"137",2022-08-13,1523443.33333333,0,-213620.685251961,0,7591.61910621465,24433.0440257251,12017.1164122959,20217.0323811038,111108.917290525,1606649.09634377,1568396.14030767,"1_109_12",1,FALSE
"138",2022-08-20,1420118.33333333,0,-150692.246815421,0,135276.971402533,37124.0573094775,0.417490726874858,3186.67575266901,90556.5695045654,1606649.09634377,1722101.54098832,"1_109_12",1,FALSE
"139",2022-08-27,1673551.66666667,0,15272.050600878,0,67242.9800849146,26535.0308399276,12472.6392644029,74650.5597936931,147549.369319346,1606649.09634377,1950371.72624693,"1_109_12",1,FALSE
"140",2022-09-03,2061091.66666667,0,206523.258539485,0,55272.6279144178,33245.0160576097,0.434136086165022,93469.0878579786,202921.155337005,1606649.09634377,2198080.67618635,"1_109_12",1,FALSE
