"","ds","dep_var","trend","season","holiday","ctv_S","ooh_S","facebook_S","search_S","newsletter","intercept","depVarHat","solID","cluster","top_sol"
"28",2020-07-11,114097.833333333,0,-53045.6874116237,0,898.943443589184,1045.52468778377,111.517944916237,2587.35197163417,1850.47121588435,152092.825859265,105540.947711449,"1_125_1",4,FALSE
"29",2020-07-18,124265.666666667,0,-41143.8362315891,0,671.108653314825,6248.43343330663,10414.9227988472,1795.71753864741,1742.30416802569,152092.825859265,131821.476219818,"1_125_1",4,FALSE
"30",2020-07-25,129348.333333333,0,-27465.9915050466,0,170.672484435868,4372.4738900127,2990.01723203399,2587.14938308402,3229.93955563643,152092.825859265,137977.086899421,"1_125_1",4,FALSE
"31",2020-08-01,148484.333333333,0,-19619.8882040859,0,9032.96452814246,5420.98063805194,13116.3226658502,3370.71143243635,3358.75400910083,152092.825859265,166772.670928761,"1_125_1",4,FALSE
"32",2020-08-08,148569.833333333,0,-19103.5692480842,0,2509.14594862841,3645.10986630879,4123.19037173722,4022.40227348234,4485.34459245247,152092.825859265,151774.44966379,"1_125_1",4,FALSE
"33",2020-08-15,155660.833333333,0,-18385.6461842525,0,10184.9502939311,2261.23079826754,4765.29045082815,187.219771073736,5311.40366163052,152092.825859265,156417.274650744,"1_125_1",4,FALSE
"34",2020-08-22,139120.666666667,0,-9179.76153994991,0,2865.56185992006,1322.9274189125,3668.60835863122,7.85467393947537,5595.8187060263,152092.825859265,156373.835336745,"1_125_1",4,FALSE
"35",2020-08-29,201878.333333333,0,7775.05698866189,0,8692.54662487495,5070.50354143519,865.700883691994,4321.97783874671,2281.26607940928,152092.825859265,181099.877816085,"1_125_1",4,FALSE
"36",2020-09-05,217072.166666667,0,23364.377958415,0,9722.4188717745,4841.01731332523,514.584597637602,5569.31600537452,1258.43271901114,152092.825859265,197362.973324803,"1_125_1",4,FALSE
"37",2020-09-12,224767,0,30424.8619653794,0,2721.36113476725,5484.84611933699,112.098344642752,6131.23277588464,2533.90167716214,152092.825859265,199501.127876438,"1_125_1",4,FALSE
"38",2020-09-19,219202.666666667,0,31237.5615804975,0,706.716995460382,4295.25814561763,12092.8997196774,6371.65860024912,3820.42387124907,152092.825859265,210617.344772016,"1_125_1",4,FALSE
"39",2020-09-26,189521.333333333,0,33531.8428609892,0,179.792861921923,5390.60661493885,3669.44255064312,5450.85774281671,1724.17607584835,152092.825859265,202039.544566423,"1_125_1",4,FALSE
"40",2020-10-03,223291,0,40743.5409763788,2253.84878492376,38504.1685540946,5307.77929127238,9956.85965609324,6202.56747248883,3286.30928975764,152092.825859265,258347.899884274,"1_125_1",4,FALSE
"41",2020-10-10,240603.5,0,48967.6245030663,0,15849.0025415494,3550.00127292447,11630.5600161672,7721.68505661409,5813.30856724889,152092.825859265,245625.007816835,"1_125_1",4,FALSE
"42",2020-10-17,225244.5,0,53818.2325099513,0,29373.5243123982,3265.35570527041,14302.8503931676,7352.65501378978,7081.44208413114,152092.825859265,267286.885877974,"1_125_1",4,FALSE
"43",2020-10-24,266312.5,0,57378.9269073885,0,10520.2212100315,5204.91176417665,15339.3647140345,8118.52032790239,5916.791439164,152092.825859265,254571.562221963,"1_125_1",4,FALSE
"44",2020-10-31,297477.166666667,0,65434.7176194939,0,31000.5709942393,3464.44843353485,16073.7641344308,10087.9197411567,4758.75647544167,152092.825859265,282913.003257562,"1_125_1",4,FALSE
"45",2020-11-07,282612.833333333,0,78223.033062796,0,11366.0283514954,5067.01020238031,16716.8818091731,8736.05503013124,7250.00416217853,152092.825859265,279451.83847742,"1_125_1",4,FALSE
"46",2020-11-14,318290,0,87155.7479812935,0,20629.9094907993,3351.04198499311,15242.1723751779,469.781901712109,6292.0725054653,152092.825859265,285233.552098706,"1_125_1",4,FALSE
"47",2020-11-21,296469.666666667,0,83145.0550601632,0,9015.02431027371,5076.58773619633,16321.7261570538,19.8536180861135,5942.06133078205,152092.825859265,271613.13407182,"1_125_1",4,FALSE
"48",2020-11-28,284852.5,0,67471.9186392165,0,2503.66700951782,3358.87128608406,14463.5644478987,17853.4685218455,7367.01147779238,152092.825859265,265111.32724162,"1_125_1",4,FALSE
"49",2020-12-05,274016,0,52009.9879434131,0,5149.83555235274,5859.6040710516,9039.91035442094,18447.0638821435,11276.2345891543,152092.825859265,253875.462251801,"1_125_1",4,FALSE
"50",2020-12-12,238050.833333333,0,47639.899744136,0,1371.7344752234,4023.44256237221,10462.2518250087,16745.4502953081,7986.00322622,152092.825859265,240321.607987534,"1_125_1",4,FALSE
"51",2020-12-19,223091.5,0,53496.784592819,-23636.0033966378,351.338081637114,6460.52491145268,6225.04358031006,15621.7841971902,3663.3706927394,152092.825859265,214275.668518776,"1_125_1",4,FALSE
"52",2020-12-26,365942.5,0,58724.6432429839,75690.2858291067,31723.576579553,4568.5428940282,15865.09522953,16980.5721075421,1206.39445854823,152092.825859265,356851.936200557,"1_125_1",4,FALSE
"53",2021-01-02,282700.833333333,0,54113.0973626107,0,24347.5565787455,6989.62312784867,13790.8550816041,16547.4623833338,9048.01894100567,152092.825859265,276929.439334414,"1_125_1",4,FALSE
"54",2021-01-09,204214.333333333,0,40528.9788277422,0,8138.28766128638,5076.17459519388,14816.0117125503,15939.1139030141,7405.2587659049,152092.825859265,243996.651324957,"1_125_1",4,FALSE
"55",2021-01-16,211335.833333333,0,26062.3677032858,0,4181.16189513801,3358.5334137502,15557.1399943097,15131.8023966366,9048.6450219257,152092.825859265,225432.476284311,"1_125_1",4,FALSE
"56",2021-01-23,217991.833333333,0,16976.3137680684,0,1102.41598165077,2057.74402182476,16204.4150924936,15563.8236576861,6003.46933167333,152092.825859265,210001.007712662,"1_125_1",4,FALSE
"57",2021-01-30,237061.333333333,0,12939.3567788732,0,13621.5383157965,1193.8888305682,13875.6190075096,16055.196406173,7295.57685000675,152092.825859265,217074.002048192,"1_125_1",4,FALSE
"58",2021-02-06,181455.666666667,0,9867.82302144797,0,3985.51594730899,669.116394856858,4481.51221775716,12893.0924738047,3294.59447742977,152092.825859265,187284.48039187,"1_125_1",4,FALSE
"59",2021-02-13,195166.833333333,0,4708.58817449708,0,1048.68281307796,4683.77440837823,16740.0428728167,803.398983248605,4908.36385496572,152092.825859265,184985.676966249,"1_125_1",4,FALSE
"60",2021-02-20,191823.833333333,0,-3357.87207099095,0,267.716024592924,3043.37982250529,6030.62830281034,34.2486757210035,5456.36266786422,152092.825859265,163567.289281768,"1_125_1",4,FALSE
"61",2021-02-27,147239,0,-14003.8088946786,0,67.8076968455869,1839.68637740214,20571.2427067271,7545.91161798482,6965.781541495,152092.825859265,175079.446905041,"1_125_1",4,FALSE
"62",2021-03-06,147786.5,0,-25177.4025205868,0,17.14001029515,1057.96624673538,8763.56480583672,9486.96564294678,4818.39301000506,152092.825859265,151059.453054497,"1_125_1",4,FALSE
"63",2021-03-13,130016.666666667,0,-31762.5781097237,0,2776.98026126175,589.780818606848,2389.24791015008,8761.61970063657,6657.94392831175,152092.825859265,141505.820368508,"1_125_1",4,FALSE
"64",2021-03-20,116020.5,0,-28254.0305174833,0,721.574832254184,322.860800830213,545.388998049465,7639.37510816738,6679.87217343257,152092.825859265,139747.867254516,"1_125_1",4,FALSE
"65",2021-03-27,135687.166666667,0,-15578.3583458795,-37432.6523768981,183.600345943319,2399.79980458381,8540.43764751071,9803.15207497964,7344.81242438938,152092.825859265,127353.617433894,"1_125_1",4,FALSE
"66",2021-04-03,135583.333333333,0,-4351.35369260574,-37740.8511405192,46.4633765557546,1412.04217622313,2312.68171718181,9600.18406284714,2728.57026910437,152092.825859265,126100.562628052,"1_125_1",4,FALSE
"67",2021-04-10,117626.666666667,0,-7822.80599594581,0,11.7422086787109,7023.64327800818,526.88149801831,7528.78459552408,1007.18949988327,152092.825859265,160368.260943432,"1_125_1",4,FALSE
"68",2021-04-17,195528.166666667,0,-29194.8554424203,0,1861.94968138783,5109.75425800606,114.811527627099,6926.15211425997,2588.05954187971,152092.825859265,139498.697540005,"1_125_1",4,FALSE
"69",2021-04-24,102992.833333333,0,-56685.694425796,0,479.285600972497,6402.10670946291,24.7695689624512,6195.28428423013,4369.09882893935,152092.825859265,112877.676426036,"1_125_1",4,FALSE
"70",2021-05-01,226314.333333333,0,-73333.3943146496,23224.207504904,12124.0153862601,4514.12663744544,5.33223029009894,4605.19681206783,2569.64779943005,152092.825859265,125801.957915013,"1_125_1",4,FALSE
"71",2021-05-08,81377.1666666667,0,-72529.3595414547,44008.6968888511,3486.67676125033,6370.38371600698,1.14735062318906,4532.86733765413,2550.76521500555,152092.825859265,140514.003587202,"1_125_1",4,FALSE
"72",2021-05-15,88087.1666666667,0,-63109.5633416907,0,912.668390773831,4484.70862173793,0.246853721833901,214.09661482355,4657.1946294362,152092.825859265,99252.1776280677,"1_125_1",4,FALSE
"73",2021-05-22,91918.5,0,-58858.6593320114,-6196.12498655093,232.672295021133,3908.15058938508,11170.2049559562,8.98848490467882,5370.13660502706,152092.825859265,107728.194470997,"1_125_1",4,FALSE
"74",2021-05-29,82632.1666666667,0,-64355.8589023918,0,58.9109759183362,2452.53328934971,3286.55130424231,2508.78073128473,2882.7767028232,152092.825859265,98926.5199604915,"1_125_1",4,FALSE
"75",2021-06-05,83379.8333333333,0,-72407.189461432,0,2413.21805541061,3291.29073730508,9807.97037970998,4182.41748928631,1224.69803547754,152092.825859265,100605.231095023,"1_125_1",4,FALSE
"76",2021-06-12,74627.1666666667,0,-74248.8986696295,0,624.708957624686,2010.72296327556,2761.94295450318,3517.87678179523,1212.60701952034,152092.825859265,87971.7858663545,"1_125_1",4,FALSE
"77",2021-06-19,103640.666666667,0,-69305.3591591023,0,12068.1605241764,1164.37501708638,786.181422740564,5433.28401886128,1284.02716013878,152092.825859265,103523.494843166,"1_125_1",4,FALSE
"78",2021-06-26,92793.1666666667,0,-63448.3667711221,0,3468.40089875733,5054.4581265015,172.404446457743,4633.02711294565,535.412619642126,152092.825859265,102508.162292447,"1_125_1",4,FALSE
"79",2021-07-03,112694.333333333,0,-59752.0831237644,0,2249.62758951734,3340.79164715063,14905.6516755965,7007.93773353499,2196.73279500716,152092.825859265,122041.484176307,"1_125_1",4,FALSE
"80",2021-07-10,118422,0,-54543.575249474,0,581.382427826041,2045.31124047443,5000.22941366767,7239.71247315512,1958.29179030019,152092.825859265,114374.177955214,"1_125_1",4,FALSE
"81",2021-07-17,131550.833333333,0,-43614.9059423116,0,2916.94442295525,4490.1560993448,1222.9072824064,7581.54142669853,991.470437167129,152092.825859265,125680.939585526,"1_125_1",4,FALSE
"82",2021-07-24,127936,0,-29671.7713942826,0,759.039794598018,2892.00158552764,271.07908330966,7666.20624007758,3232.57498287785,152092.825859265,137241.956151373,"1_125_1",4,FALSE
"83",2021-07-31,145581.166666667,0,-20390.9168312919,0,3495.70440401445,5575.28673499907,58.7042505301656,9203.14576458603,2988.95933865022,152092.825859265,153023.709520753,"1_125_1",4,FALSE
"84",2021-08-07,155335.5,0,-18914.0722430054,0,915.117348295742,5217.0219129586,12.647799259961,11291.9090862117,2672.64766881614,152092.825859265,153288.097431802,"1_125_1",4,FALSE
"85",2021-08-14,137485.5,0,-18978.2199766312,0,11437.764557091,3474.47741401054,2.721940861467,663.078233502142,4698.48619294087,152092.825859265,153391.13422104,"1_125_1",4,FALSE
"86",2021-08-21,197011,0,-11563.7313317962,0,3263.73794220411,2139.46340307698,5187.98697760966,28.1635878688831,5384.27937188267,152092.825859265,156532.725810111,"1_125_1",4,FALSE
"87",2021-08-28,233643.166666667,0,4541.09929421571,0,34445.2843035634,1245.4519855652,4611.85367687721,13075.1350300104,8168.19512918,152092.825859265,218179.845278677,"1_125_1",4,FALSE
"88",2021-09-04,200206.5,0,21108.8498379861,0,13295.9787192689,699.435595790358,1116.06612953153,14261.7881784047,6749.08165278959,152092.825859265,209324.025973036,"1_125_1",4,FALSE
"89",2021-09-11,202741.833333333,0,29813.1680294173,0,20172.4225567577,4950.97243123383,2915.8919394543,12582.2710600587,2694.15347691691,152092.825859265,225221.705353104,"1_125_1",4,FALSE
"90",2021-09-18,188657,0,31201.4869268032,0,6388.60422912973,3256.73599890996,674.675911764249,14080.3013871624,4007.08828349289,152092.825859265,211701.718596527,"1_125_1",4,FALSE
"91",2021-09-25,252972.166666667,0,32749.619744042,0,27722.5899473681,5059.64164478248,8356.46467768031,16590.8961949013,6091.30945965133,152092.825859265,248663.347527691,"1_125_1",4,FALSE
"92",2021-10-02,235793,0,39206.2268181321,2253.84878492376,37987.220178584,4454.35484512373,2250.32532888674,16436.5458652585,7684.6868775447,152092.825859265,262366.034557718,"1_125_1",4,FALSE
"93",2021-10-09,300339.166666667,0,47685.1045993067,0,28087.2266087991,6465.99884802858,13404.1793907179,17588.331549447,5719.29602189409,152092.825859265,271042.962877458,"1_125_1",4,FALSE
"94",2021-10-16,228368.5,0,53201.5225105478,0,9878.76421103749,4573.65803343794,13122.4938656558,17026.9771957999,9848.10825213847,152092.825859265,259744.349927882,"1_125_1",4,FALSE
"95",2021-10-23,258472.166666667,0,56559.9735160442,0,17785.553365317,4041.5341039299,13797.124507929,17517.8678377782,9810.53647048127,152092.825859265,271605.415660745,"1_125_1",4,FALSE
"96",2021-10-30,256540,0,63525.6361755906,0,7093.49611989839,2551.24565340103,14585.0556245993,18504.6075909446,4558.26339957864,152092.825859265,262911.130423278,"1_125_1",4,FALSE
"97",2021-11-06,340708.5,0,75895.2808893381,0,9148.57852650091,6284.36252123017,12459.950130843,20696.8883350565,6565.31886417359,152092.825859265,283143.205126407,"1_125_1",4,FALSE
"98",2021-11-13,280329.166666667,0,86338.0329401558,0,2544.50653580912,4405.40043601362,16780.2721272147,1837.22039930331,6040.59181800056,152092.825859265,270038.850115762,"1_125_1",4,FALSE
"99",2021-11-20,330315.5,0,84931.9196418564,0,18932.8417879784,4837.6834395293,12667.1350126087,80.4944237973025,5852.2217339275,152092.825859265,279395.121898963,"1_125_1",4,FALSE
"100",2021-11-27,310374.333333333,0,70668.4130524931,0,5903.96949756855,3165.63504954463,10141.0326417919,24946.1285738295,9517.86252996608,152092.825859265,276435.867204459,"1_125_1",4,FALSE
"101",2021-12-04,279387.5,0,54152.523965089,0,11454.4659695612,4331.51568798567,7796.09336322629,25001.1806736107,6599.55325642326,152092.825859265,261428.158775161,"1_125_1",4,FALSE
"102",2021-12-11,226039.666666667,0,47464.6902152317,0,3269.12246414732,2769.93404446528,10263.8343638241,23346.8813496063,9176.47971340822,152092.825859265,248383.768009948,"1_125_1",4,FALSE
"103",2021-12-18,239917.666666667,0,52130.4559640242,0,21669.1748151545,4329.912527976,6168.46631769213,23670.0187422428,10738.2192607911,152092.825859265,270799.073487146,"1_125_1",4,FALSE
"104",2021-12-25,382752,0,58359.5209103111,38064.8054935373,32719.0338820015,2768.70935946574,15861.1357672029,21852.5444485599,12920.612975862,152092.825859265,334639.188696205,"1_125_1",4,FALSE
"105",2022-01-01,310946.166666667,0,55760.6241857052,18086.2408011052,12303.9972337112,1654.34666230611,13789.8745535536,22266.5864199848,15380.6030254782,152092.825859265,291335.098741109,"1_125_1",4,FALSE
"106",2022-01-08,222812.833333333,0,43280.0903241038,0,3545.72628145575,1369.31124077922,14815.8445069031,22557.7796766283,15861.1440020535,152092.825859265,253522.721891189,"1_125_1",4,FALSE
"107",2022-01-15,220259.333333333,0,28349.0814394102,0,14114.5461237978,772.771728194556,4953.41316876842,21654.3326861385,9144.65717293838,152092.825859265,231081.628178513,"1_125_1",4,FALSE
"108",2022-01-22,191829.333333333,0,18138.3033445453,0,4153.562457646,3460.13370109771,1209.90808711551,20331.712504278,5232.03897416952,152092.825859265,204618.484928117,"1_125_1",4,FALSE
"109",2022-01-29,186245.833333333,0,13464.3815753504,0,9560.35822551496,2129.3092766997,268.111178594375,19715.4354896925,4416.53324534991,152092.825859265,201646.954850467,"1_125_1",4,FALSE
"110",2022-02-05,197595.166666667,0,10515.6161331391,0,2671.18664512152,1239.02620070803,2212.15187093824,21910.7488631398,11185.4457585398,152092.825859265,201827.001330852,"1_125_1",4,FALSE
"111",2022-02-12,182731.833333333,0,5839.72604521695,0,3477.62599544048,3425.96927733303,502.690897612533,2082.50037901007,7910.1714020247,152092.825859265,175331.509855903,"1_125_1",4,FALSE
"112",2022-02-19,165626.833333333,0,-1706.74948651088,0,910.213622029329,2105.17444161524,109.475669784497,91.8458469859306,6541.47577229961,152092.825859265,160144.261725469,"1_125_1",4,FALSE
"113",2022-02-26,170379,0,-11967.2412993258,0,3885.59081441836,3569.81112256398,23.6153645921969,13974.3660459741,6017.59546681526,152092.825859265,167596.563374303,"1_125_1",4,FALSE
"114",2022-03-05,148811.5,0,-23334.474544371,0,1021.32356850537,2207.27320163362,5.0836194796887,16064.2779510763,5592.30308173493,152092.825859265,153648.612737324,"1_125_1",4,FALSE
"115",2022-03-12,172733,0,-31210.7428012139,0,17758.4955797668,4240.5906141482,1.09384980870482,15861.1360998127,3571.1993142264,152092.825859265,162314.598515814,"1_125_1",4,FALSE
"116",2022-03-19,120824.666666667,0,-29712.4585172623,0,5458.36996738809,2700.75232454645,0.235342661029377,13633.0286303745,3712.2494719728,152092.825859265,147885.003078946,"1_125_1",4,FALSE
"117",2022-03-26,138896,0,-18145.3971374296,0,8104.45162058074,4160.38244605925,0.0506331157516409,14026.1059692941,5915.83068692412,152092.825859265,166154.250077809,"1_125_1",4,FALSE
"118",2022-04-02,240833.166666667,0,-5597.09527552616,0,2228.39824328511,2640.19052571052,0.0108934818927977,12401.1243373216,4072.20592630645,152092.825859265,167837.660509844,"1_125_1",4,FALSE
"119",2022-04-09,113172.166666667,0,-5773.94063200596,-37432.6523768981,575.770552534648,2245.47317991345,0.00234368026768475,13095.8266707875,9011.73691898348,152092.825859265,133815.04251626,"1_125_1",4,FALSE
"120",2022-04-16,95001.5,0,-24430.70662405,-37740.8511405192,146.285770690177,1312.85784071952,7307.19571303195,11059.324787027,7364.0589820379,152092.825859265,117110.991188202,"1_125_1",4,FALSE
"121",2022-04-23,80129.8333333333,0,-52140.3321045917,0,37.0063706059909,5056.65608112593,1907.48733584233,7826.26894196412,3002.12123803604,152092.825859265,117782.033722248,"1_125_1",4,FALSE
"122",2022-04-30,77983.8333333334,0,-71670.497197349,23224.207504904,9.35134965367565,3342.58568825051,19864.0279796349,6125.15023244239,2244.97504847782,152092.825859265,135232.626465279,"1_125_1",4,FALSE
"123",2022-05-07,88954.6666666667,0,-73716.4474567589,0,2.36238984505329,3883.0132095942,8186.44240843754,9383.99981398217,704.994612405108,152092.825859265,100537.19083677,"1_125_1",4,FALSE
"124",2022-05-14,86285,0,-64752.5367933285,0,0.596758183271971,2434.05993448052,20212.9068233643,515.636607613751,3999.71088949373,152092.825859265,114503.200079072,"1_125_1",4,FALSE
"125",2022-05-21,260160.166666667,0,-58850.691760772,44008.6968888511,140.779330844297,2793.51321651982,8466.36583761069,21.8174125789648,5146.38161365094,152092.825859265,153819.688398549,"1_125_1",4,FALSE
"126",2022-05-28,90500.8333333334,0,-62881.450622139,0,35.6114189126143,1670.90778858575,5683.64578598031,7836.7286395502,7221.38546051983,152092.825859265,111659.654330675,"1_125_1",4,FALSE
"127",2022-06-04,91055.1666666667,0,-71248.9016164961,-6196.12498655093,8.99872540819777,954.39465918308,1416.5299518642,9653.22069710854,7582.13144595761,152092.825859265,94263.0747357396,"1_125_1",4,FALSE
"128",2022-06-11,92385.3333333333,0,-74530.1573181904,0,2119.66654631881,529.892888771922,315.513481862319,9516.01699229739,4147.67070823069,152092.825859265,94191.4291585558,"1_125_1",4,FALSE
"129",2022-06-18,98242,0,-70441.5806654242,0,547.066145479962,2069.27310036483,68.40047102186,11456.4787549359,5953.31555927412,152092.825859265,101745.779224918,"1_125_1",4,FALSE
"130",2022-06-25,105681.166666667,0,-64327.8800219222,0,138.952604228465,1201.1425982241,10784.7539285483,11203.0940054399,5359.61676680955,152092.825859265,116452.505740593,"1_125_1",4,FALSE
"131",2022-07-02,93232.6666666667,0,-60354.4395918021,0,4280.96505592684,5152.30399176919,3133.39937897545,8399.37837429468,4686.43075733918,152092.825859265,117390.863825768,"1_125_1",4,FALSE
"132",2022-07-09,112622.166666667,0,-55837.1912896627,0,1129.91131342949,3421.01305208068,16506.5877782518,10786.4027079244,4543.07859560934,152092.825859265,132642.628016898,"1_125_1",4,FALSE
"133",2022-07-16,114000.666666667,0,-45973.7493645413,0,2815.51091622155,3899.70113678484,5891.11424928716,11067.708882608,3244.74103480088,152092.825859265,133037.852714426,"1_125_1",4,FALSE
"134",2022-07-23,147930.333333333,0,-32039.8384276368,0,3716.20355578505,2446.31925358101,1476.77714686983,14813.4433553123,5490.48779518781,152092.825859265,147996.218538364,"1_125_1",4,FALSE
"135",2022-07-30,164719.333333333,0,-21439.9361552029,0,975.075941473215,1442.18860619758,329.427158122335,16886.330615968,3572.8279731116,152092.825859265,153858.739998935,"1_125_1",4,FALSE
"136",2022-08-06,200947.833333333,0,-18782.5116920005,0,4144.71162376105,4208.04202165148,71.4409306046326,18904.0106454617,11408.5242352011,152092.825859265,172047.043623945,"1_125_1",4,FALSE
"137",2022-08-13,152344.333333333,0,-19308.4290243887,0,1092.38841568715,2676.12390639393,11954.0153627994,1528.93605162785,8013.17497409099,152092.825859265,158049.035545476,"1_125_1",4,FALSE
"138",2022-08-20,142011.833333333,0,-13641.6268677336,0,20347.1274273894,4530.21673161406,3610.28380284982,66.4375287443523,6581.05934360909,152092.825859265,173586.323825738,"1_125_1",4,FALSE
"139",2022-08-27,167355.166666667,0,1321.97394728285,0,6458.1258384393,2923.1044209157,12297.4609036628,16223.0346174311,10644.0388219526,152092.825859265,201960.564408949,"1_125_1",4,FALSE
"140",2022-09-03,206109.166666667,0,18575.0574855617,0,5607.67681918537,3954.95564697345,3757.59946294995,20267.3611999154,14229.658597044,152092.825859265,218485.135070895,"1_125_1",4,FALSE
"141",2022-09-10,214411,0,28947.0851241251,0,1500.95770227613,2487.03949570024,888.787976981311,21850.4260490305,12887.6070343152,152092.825859265,220654.729241694,"1_125_1",4,FALSE
"142",2022-09-17,205865.333333333,0,31179.6236883076,0,384.941674102594,3392.47709196741,10189.1548948884,20556.0306273401,15159.7872960496,152092.825859265,232954.841131921,"1_125_1",4,FALSE
"143",2022-09-24,220834.5,0,32148.0919408658,0,270.50367813572,3193.05499191828,2904.14966979659,22374.0428970332,7083.62001943619,152092.825859265,220066.289056451,"1_125_1",4,FALSE
